PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-16-403-004-0000,5945 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.78589719, -87.63241859)"
20-21-120-001-0000,6539 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.77514282, -87.638517)"
20-16-409-020-0000,338 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78382733, -87.63423407)"
20-29-114-046-0000,1212 W 72ND PL,3114,6,WEST ENGLEWOOD,B1-1,"(41.76257581, -87.65483352)"
20-28-123-001-0000,7401 S PARNELL AVE,0,6,ENGLEWOOD,RS-3,"(41.75970008, -87.63805536)"
20-28-109-009-0000,7225 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.76262525, -87.64253513)"
20-21-110-011-0000,634 W 64TH ST,0,20,ENGLEWOOD,PD 74,"(41.77769298, -87.64184547)"
20-16-303-004-0000,5916 S PARNELL AVE,0,20,ENGLEWOOD,M1-2,"(41.78659498, -87.63922508)"
20-28-107-020-0000,7151 S EGGLESTON AVE,1972,6,ENGLEWOOD,RT-4,"(41.76377038, -87.63550536)"
20-16-318-067-0000,642 W 62ND ST,3175,16,ENGLEWOOD,RS-3,"(41.78188265, -87.64168541)"
20-16-315-088-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-20-419-012-0000,6913 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76828299, -87.65021591)"
20-17-225-030-0000,1102 W 59TH ST,0,16,ENGLEWOOD,RS-3,"(41.78718098, -87.6525261)"
20-17-212-024-0000,5612 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.79197099, -87.64908881)"
20-17-415-005-0000,6021 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78444778, -87.64577095)"
20-17-423-072-0000,807 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-17-417-034-0000,6146 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78193218, -87.65248582)"
20-20-201-002-0000,1123 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77936952, -87.65311609)"
20-20-226-013-0000,6631 S ABERDEEN ST,3130,6,ENGLEWOOD,RS-3,"(41.77322872, -87.65156007)"
20-16-300-079-0000,5930 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.78612072, -87.64286938)"
20-16-321-070-0000,664 W ENGLEWOOD AVE,4663,16,ENGLEWOOD,RS-3,"(41.78095646, -87.64243156)"
20-16-112-010-0000,5735 S HALSTED ST,0,20,ENGLEWOOD,C1-2,"(41.78964111, -87.64467237)"
20-21-306-004-0000,6817 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.77012954, -87.64416249)"
20-21-103-025-0000,619 W 64TH ST,0,20,ENGLEWOOD,B1-3,"(41.77788287, -87.64076032)"
20-17-407-029-0000,5942 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78572721, -87.64530206)"
20-16-306-049-0000,5910 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78661681, -87.63569012)"
20-17-424-035-0000,1148 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77972461, -87.65402403)"
20-20-209-016-0000,6443 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77652238, -87.65285925)"
20-16-204-031-0000,5651 S WENTWORTH AVE,0,3,ENGLEWOOD,B3-1,"(41.79120427, -87.63009804)"
20-16-319-013-0000,517 W 61ST PL,0,20,ENGLEWOOD,RS-3,"(41.78234985, -87.63828161)"
20-16-120-009-0000,5845 S HALSTED ST,0,20,ENGLEWOOD,M1-2,"(41.78755734, -87.64461148)"
20-16-125-003-0000,435 W 58TH ST,0,20,ENGLEWOOD,M1-1,"(41.78875741, -87.63682647)"
20-17-400-005-0000,1147 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78678173, -87.65411825)"
20-20-429-030-0000,916 W 71ST ST,0,6,ENGLEWOOD,RT-4,"(41.76541786, -87.647599)"
20-16-219-024-0000,5825 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78817323, -87.62874033)"
20-29-206-032-0000,7128 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.76430019, -87.64574905)"
20-28-112-002-0000,7222 S STEWART AVE,0,6,ENGLEWOOD,C1-2,"(41.76265065, -87.63475352)"
20-16-218-041-0000,5800 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78884725, -87.62949568)"
20-28-100-013-0000,7139 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76399212, -87.6440013)"
20-17-417-036-0000,6150 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78177208, -87.65227568)"
20-17-426-018-0000,6200 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78133035, -87.65125552)"
20-16-321-004-0000,6217 S HALSTED ST,10540,16,ENGLEWOOD,PD 560,"(41.78094124, -87.644443)"
20-21-307-025-0000,6828 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.76980288, -87.6421518)"
20-17-407-022-0000,5912 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78655721, -87.64532336)"
20-17-426-023-0000,6212 S CARPENTER ST,3105,16,ENGLEWOOD,RS-3,"(41.78098781, -87.65124565)"
20-17-407-028-0000,5940 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78579638, -87.64530383)"
20-16-101-040-0000,5659 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.7908517, -87.64350327)"
20-21-304-042-0000,6716 S NORMAL BLVD,0,6,ENGLEWOOD,RT-4,"(41.77207756, -87.63770865)"
20-16-412-026-0000,6073 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78339281, -87.62862774)"
20-17-224-031-0000,5807 S RACINE AVE,0,16,ENGLEWOOD,M1-1,"(41.78821191, -87.65437519)"
20-16-200-010-0000,5529 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.79347201, -87.63495748)"
20-21-130-010-0000,413 W 66TH PL,0,6,ENGLEWOOD,RT-4,"(41.77328576, -87.63572746)"
20-20-409-010-0000,6823 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.76980226, -87.65268273)"
20-17-210-014-0000,5635 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.79133228, -87.65202845)"
20-17-411-001-0000,6001 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78499604, -87.65064981)"
20-16-321-071-0000,664 W ENGLEWOOD AVE,3125,16,ENGLEWOOD,RS-3,"(41.78095646, -87.64243156)"
20-17-222-035-0000,5750 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.78915323, -87.64659024)"
20-17-400-047-0000,5950 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-1,"(41.78542652, -87.65479753)"
20-21-306-035-0000,744 W 69TH ST,0,6,ENGLEWOOD,B3-2,"(41.76906482, -87.6437087)"
20-16-107-030-0000,436 W TREMONT ST,0,20,ENGLEWOOD,RS-3,"(41.79240989, -87.63703031)"
20-16-409-018-0000,340 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78384738, -87.63434826)"
20-21-327-024-0000,7016 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.76653637, -87.63631418)"
20-20-107-018-0000,6338 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.77847767, -87.65482708)"
20-17-211-015-0000,5639 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.79123097, -87.65080923)"
20-28-107-023-0000,7100 S STEWART AVE,0,6,ENGLEWOOD,RT-4,"(41.76512626, -87.63503016)"
20-16-308-013-0000,734 W 61ST ST,2950,16,ENGLEWOOD,RS-3,"(41.78364926, -87.64408581)"
20-21-308-021-0000,6824 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.7698798, -87.64062313)"
20-16-301-064-0000,632 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78491394, -87.64140688)"
20-17-414-024-0000,6000 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78509433, -87.64628254)"
20-17-408-001-0000,6001 S RACINE AVE,0,16,ENGLEWOOD,B1-1,"(41.78491319, -87.65429018)"
20-21-400-035-0000,316 W NORMAL PKWY NORTH,8509,6,ENGLEWOOD,RT-4,"(41.77160479, -87.63270531)"
20-17-218-027-0000,5706 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.79029962, -87.65148521)"
20-16-400-035-0000,5922 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.78651337, -87.6330903)"
20-17-423-043-0000,6120 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78272885, -87.64529513)"
20-17-226-038-0000,1040 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78719391, -87.65152365)"
20-16-116-028-0000,514 W 57TH PL,0,20,ENGLEWOOD,RS-3,"(41.79014729, -87.63842088)"
20-21-206-013-0000,220 W 65TH ST,0,20,ENGLEWOOD,RM-5,"(41.77669098, -87.63098621)"
20-17-419-036-0000,6138 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78214717, -87.65005559)"
20-17-423-068-0000,807 W 61ST ST,120,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-29-208-041-0000,7248 S MAY ST,0,6,ENGLEWOOD,RS-3,"(41.76182609, -87.65317032)"
20-16-409-012-0000,325 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78422268, -87.633771)"
20-17-423-054-0000,806 W 63RD ST,0,16,ENGLEWOOD,PD 1227,"(41.78252312, -87.64526916)"
20-20-203-010-0000,6323 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77895097, -87.650493)"
20-17-229-014-0000,5800 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78867842, -87.64779006)"
20-16-415-048-0000,310 W 61ST PL,0,20,ENGLEWOOD,RS-3,"(41.78275907, -87.63322107)"
20-28-107-019-0000,7149 S EGGLESTON AVE,1972,6,ENGLEWOOD,RT-4,"(41.76381546, -87.63550645)"
20-21-106-024-0000,6338 S EGGLESTON AVE,0,20,ENGLEWOOD,RT-4,"(41.77869731, -87.63663666)"
20-17-407-021-0000,5910 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78666096, -87.64532603)"
20-16-305-028-0000,5916 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78661227, -87.63679041)"
20-17-400-040-0000,5942 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.78563109, -87.65379179)"
20-16-305-031-0000,5924 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78639789, -87.63678534)"
20-20-415-022-0000,6855 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.76915561, -87.6453834)"
20-17-428-028-0000,6222 S SANGAMON ST,0,16,ENGLEWOOD,C1-2,"(41.78036461, -87.64879615)"
20-29-207-005-0000,821 W 71ST ST,0,6,ENGLEWOOD,B1-2,"(41.76492827, -87.64518834)"
20-29-223-018-0000,7343 S GREEN ST,3003,6,ENGLEWOOD,RS-3,"(41.76026045, -87.64515793)"
20-20-427-009-0000,7027 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76607093, -87.65015853)"
20-17-212-017-0000,5645 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.791082, -87.64958477)"
20-17-423-062-0000,6114 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.7828934, -87.64529849)"
20-28-122-003-0000,7404 S PARNELL AVE,0,6,ENGLEWOOD,RS-3,"(41.75957936, -87.63878365)"
20-16-315-097-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-21-305-014-0000,442 W NORMAL PKWY NORTH,5952,6,ENGLEWOOD,RT-4,"(41.7715364, -87.63656918)"
20-16-204-033-0000,5659 S WENTWORTH AVE,3666,3,ENGLEWOOD,B3-1,"(41.79105128, -87.63006816)"
20-20-219-041-0000,6550 S MORGAN ST,3125,6,ENGLEWOOD,RS-3,"(41.77453786, -87.6498598)"
20-17-231-017-0000,822 W 59TH ST,0,16,ENGLEWOOD,C1-1,"(41.78727707, -87.64597895)"
20-20-420-003-0000,939 W 69TH ST,0,6,ENGLEWOOD,RM-5,"(41.76853205, -87.64879695)"
20-20-209-035-0000,6436 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77673519, -87.65235011)"
20-20-410-029-0000,6828 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.76969021, -87.65095212)"
20-21-121-003-0000,435 W 65TH ST,7500,20,ENGLEWOOD,RT-4,"(41.77592638, -87.63642568)"
20-20-209-041-0000,6450 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77632348, -87.65233912)"
20-16-318-045-0000,634 W 62ND ST,3400,16,ENGLEWOOD,RS-3,"(41.7818187, -87.64393155)"
20-20-225-035-0000,6642 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77294269, -87.65225088)"
20-20-417-034-0000,6930 S ABERDEEN ST,0,6,ENGLEWOOD,RS-3,"(41.76777694, -87.65211398)"
20-17-219-030-0000,5712 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.79012884, -87.65026199)"
20-21-302-040-0000,6735 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.77142953, -87.64133341)"
20-16-217-007-0000,5817 S PRINCETON AVE,3125,20,ENGLEWOOD,RS-3,"(41.78831401, -87.63248703)"
20-21-119-005-0000,519 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.77593959, -87.63818923)"
20-21-113-010-0000,6433 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77708255, -87.63710022)"
20-17-423-069-0000,807 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-17-407-027-0000,5938 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78585858, -87.64508647)"
20-17-415-007-0000,6031 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.78424645, -87.64576584)"
20-28-108-027-0000,7218 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.76275794, -87.64339826)"
20-16-415-025-0000,313 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78324373, -87.63332486)"
20-21-400-020-0000,301 W MARQUETTE RD,0,6,ENGLEWOOD,RT-4,"(41.77234274, -87.63270309)"
20-17-426-009-0000,6223 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78070436, -87.65175491)"
20-16-402-002-0000,351 W 59TH PL,0,20,ENGLEWOOD,RS-3,"(41.78601516, -87.63477328)"
20-16-412-010-0000,6029 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78462059, -87.62866197)"
20-21-303-016-0000,6748 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77110551, -87.63906535)"
20-21-103-024-0000,619 W 64TH ST,0,20,ENGLEWOOD,B1-3,"(41.77788287, -87.64076032)"
20-21-121-005-0000,427 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.77592954, -87.63612783)"
20-16-417-003-0000,6138 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.78230961, -87.63286182)"
20-21-320-032-0000,6946 S STEWART AVE,0,6,ENGLEWOOD,RT-4,"(41.7675696, -87.63510472)"
20-20-406-043-0000,6725 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.77169122, -87.64665998)"
20-16-209-048-0000,5748 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.78941094, -87.63319992)"
20-21-300-017-0000,6743 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.77126111, -87.64419345)"
20-29-229-005-0000,7411 S PEORIA ST,0,17,ENGLEWOOD,RS-3,"(41.75935975, -87.64654352)"
20-20-429-015-0000,7000 S PEORIA ST,0,6,ENGLEWOOD,RT-4,"(41.76672687, -87.64723627)"
20-17-211-012-0000,5631 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.79147201, -87.65081557)"
20-17-213-001-0000,5601 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.79230876, -87.64839792)"
20-21-106-008-0000,6341 S NORMAL BLVD,4166,20,ENGLEWOOD,RT-4,"(41.77864201, -87.63714486)"
20-20-221-022-0000,6553 S SANGAMON ST,3125,6,ENGLEWOOD,RS-3,"(41.77450212, -87.64794475)"
20-16-107-019-0000,415 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79282609, -87.63619547)"
20-29-114-049-0000,7202 S RACINE AVE,0,6,WEST ENGLEWOOD,B1-1,"(41.76298996, -87.65441539)"
20-16-307-025-0000,722 W 60TH PL,0,16,ENGLEWOOD,RS-3,"(41.78442946, -87.6434472)"
20-20-222-018-0000,6545 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.7747085, -87.64673713)"
20-16-219-019-0000,5813 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78851576, -87.62877522)"
20-21-325-017-0000,7050 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.76563903, -87.63871507)"
20-20-201-047-0000,6356 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77795551, -87.65230057)"
20-20-210-027-0000,6416 S CARPENTER ST,3116,16,ENGLEWOOD,RS-3,"(41.77730058, -87.651151)"
20-16-315-034-0000,627 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78318898, -87.64110555)"
20-17-210-042-0000,1040 W 57TH ST,0,16,ENGLEWOOD,RS-3,"(41.7907853, -87.65159189)"
20-16-409-010-0000,333 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78421827, -87.63404591)"
20-17-426-004-0000,6209 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78109534, -87.65176497)"
20-21-103-004-0000,500 W 63RD PL,0,20,ENGLEWOOD,PD 280,"(41.77861059, -87.6423838)"
20-20-208-031-0000,6420 S MAY ST,3132,16,ENGLEWOOD,RS-3,"(41.77713016, -87.65357502)"
20-16-300-027-0000,5918 S EMERALD AVE,0,16,ENGLEWOOD,RS-3,"(41.78644159, -87.64410909)"
20-21-310-006-0000,6821 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77009117, -87.63829219)"
20-20-431-003-0000,7007 S GREEN ST,0,6,ENGLEWOOD,RT-4,"(41.76672387, -87.64532744)"
20-29-221-029-0000,7314 S PEORIA ST,0,17,ENGLEWOOD,RS-3,"(41.7609858, -87.64708098)"
20-17-423-049-0000,6132 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78245917, -87.64528199)"
20-21-324-013-0000,7039 S LOWE AVE,0,6,ENGLEWOOD,RS-3,"(41.76595939, -87.6404114)"
20-29-215-040-0000,7246 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76202047, -87.644703)"
20-16-404-034-0000,5942 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78601271, -87.62941913)"
20-16-100-051-0000,5600 S EMERALD AVE,0,20,ENGLEWOOD,POS-2,"(41.79225158, -87.64423468)"
20-20-200-010-0000,6319 S RACINE AVE,0,16,ENGLEWOOD,RT-4,"(41.7790365, -87.65414278)"
20-20-201-006-0000,1113 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77937627, -87.65263972)"
20-17-405-036-0000,5932 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78597731, -87.64772292)"
20-20-202-037-0000,6354 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77804901, -87.65117064)"
20-17-403-023-0000,5949 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78546804, -87.65066149)"
20-21-400-018-0000,259 W MARQUETTE RD,0,6,ENGLEWOOD,RT-4,"(41.77234274, -87.63270309)"
20-17-227-034-0000,1014 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78721076, -87.65048933)"
20-21-316-022-0000,6922 S WALLACE ST,0,6,ENGLEWOOD,RS-3,"(41.76820206, -87.63983563)"
20-20-402-014-0000,6735 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77128577, -87.65150935)"
20-17-214-005-0000,5617 S PEORIA ST,0,20,ENGLEWOOD,RS-3,"(41.7919303, -87.64717666)"
20-21-313-013-0000,6937 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76775831, -87.64410004)"
20-21-308-010-0000,6839 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.76956036, -87.64126006)"
20-21-303-012-0000,6656 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77190802, -87.63908608)"
20-16-115-027-0000,5746 S WALLACE ST,0,20,ENGLEWOOD,M1-2,"(41.78921572, -87.64046857)"
20-20-217-007-0000,6517 S MAY ST,3125,16,ENGLEWOOD,RS-3,"(41.775458, -87.65283122)"
20-16-307-018-0000,740 W 60TH PL,0,16,ENGLEWOOD,RS-3,"(41.78441773, -87.64411302)"
20-21-112-043-0000,6413 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.77759035, -87.63853247)"
20-17-404-009-0000,935 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78671311, -87.6487815)"
20-17-409-028-0000,6024 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78434115, -87.65254767)"
20-29-223-016-0000,7339 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.76039763, -87.64516135)"
20-16-219-017-0000,5807 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78865289, -87.62877911)"
20-17-225-023-0000,1120 W 59TH ST,0,16,ENGLEWOOD,RS-3,"(41.78717055, -87.65326935)"
20-17-208-008-0000,5619 S RACINE AVE,0,16,ENGLEWOOD,B3-2,"(41.79174897, -87.6544679)"
20-21-300-028-0000,6710 S EMERALD AVE,0,6,ENGLEWOOD,RT-4,"(41.77212712, -87.64366142)"
20-20-400-008-0000,6717 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.77176138, -87.65395156)"
20-17-415-002-0000,6015 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78465363, -87.64577623)"
20-16-302-006-0000,5937 S LOWE AVE,0,20,ENGLEWOOD,M1-2,"(41.78595976, -87.64088753)"
20-16-107-008-0000,439 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79281016, -87.63711205)"
20-20-219-018-0000,6551 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.77453076, -87.6503782)"
20-17-408-044-0000,1144 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.7835181, -87.65390876)"
20-21-307-026-0000,6830 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.76969996, -87.64214915)"
20-16-409-034-0000,355 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78422368, -87.63483105)"
20-20-202-039-0000,6321 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77886511, -87.65170828)"
20-29-215-039-0000,7244 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76208906, -87.64470472)"
20-20-406-028-0000,6714 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77190427, -87.64615357)"
20-16-307-026-0000,718 W 60TH PL,0,16,ENGLEWOOD,RS-3,"(41.78443114, -87.64335111)"
20-20-413-033-0000,6824 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.76981649, -87.64731378)"
20-20-413-021-0000,918 W 69TH ST,0,6,ENGLEWOOD,RS-3,"(41.76898071, -87.64780538)"
20-17-209-014-0000,5633 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.79136093, -87.65324222)"
20-29-209-004-0000,7207 S MAY ST,0,6,ENGLEWOOD,RT-4,"(41.76293254, -87.65250072)"
20-21-314-033-0000,6928 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76799286, -87.64238173)"
20-20-307-029-0000,6758 S RACINE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.77063219, -87.65461913)"
20-17-407-030-0000,5944 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78565804, -87.64530031)"
20-28-302-027-0000,7552 S LOWE AVE,0,6,ENGLEWOOD,POS-2,"(41.75641319, -87.64087878)"
20-21-105-012-0000,6339 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.77870142, -87.63835669)"
20-21-306-002-0000,6805 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.77036029, -87.64416858)"
20-20-227-041-0000,1006 W MARQUETTE RD,0,6,ENGLEWOOD,RS-3,"(41.77265833, -87.64984211)"
20-17-417-022-0000,6149 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.78181703, -87.65299734)"
20-21-123-017-0000,722 W 66TH PL,3712,6,ENGLEWOOD,RT-4,"(41.77366377, -87.64360767)"
20-16-219-013-0000,5769 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78892728, -87.62878682)"
20-17-407-033-0000,5954 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.7853833, -87.64529323)"
20-17-419-007-0000,1001 W 61ST ST,8872,16,ENGLEWOOD,RS-3,"(41.78305272, -87.6499811)"
20-20-201-035-0000,6338 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77851209, -87.65239757)"
20-16-305-040-0000,5954 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78555044, -87.63676536)"
20-21-322-008-0000,7019 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.7664366, -87.64284766)"
20-16-102-065-0000,5602 S LOWE AVE,0,20,ENGLEWOOD,RS-3,"(41.7923435, -87.64180694)"
20-21-112-030-0000,6434 S NORMAL BLVD,3129,20,ENGLEWOOD,RT-4,"(41.77702558, -87.63779977)"
20-16-201-084-0000,5652 S PRINCETON AVE,0,3,ENGLEWOOD,RS-3,"(41.79112863, -87.6332476)"
20-17-427-006-0000,6215 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78100001, -87.65054536)"
20-17-402-020-0000,5937 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78579799, -87.65188637)"
20-16-100-035-0000,5657 S HALSTED ST,0,20,ENGLEWOOD,C1-2,"(41.79086622, -87.64470265)"
20-16-101-045-0000,5526 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.79307576, -87.64304332)"
20-17-401-003-0000,1119 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78664721, -87.65312264)"
20-20-406-036-0000,6736 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77135751, -87.64613991)"
20-16-204-002-0000,5525 S WENTWORTH AVE,0,3,ENGLEWOOD,RT-4,"(41.79343628, -87.63015708)"
20-16-415-003-0000,6105 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78329162, -87.63482876)"
20-16-107-011-0000,433 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79281494, -87.63683711)"
20-17-414-026-0000,6006 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78488375, -87.64648074)"
20-21-316-004-0000,6913 S LOWE AVE,0,6,ENGLEWOOD,RS-3,"(41.76843635, -87.64047685)"
20-16-307-003-0000,6015 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78453406, -87.64453374)"
20-20-217-035-0000,6528 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77507055, -87.65230641)"
20-16-200-053-0000,359 W GARFIELD BLVD,0,20,ENGLEWOOD,RT-4,"(41.7935783, -87.63523286)"
